Customer_ID,Recency,Frequency,Monetary,Profit,Avg_Order_Value,R_Score,F_Score,M_Score,RFM_Score,Segment,Cluster
KD-63452,76,2,173,19.65,86.5,4,1,1,411,Potential_Loyalists,0
KD-64951,399,2,938,165.72,156.33333333333334,1,1,2,112,Lost_Customers,0
KD-64952,713,2,517,167.49,129.25,1,1,1,111,Lost_Customers,2
KD-66151,187,3,205,30.18,68.33333333333333,2,2,1,221,Needs_Attention,0
KE-164201,150,13,3589,397.2936,188.89473684210526,3,5,4,354,Loyal_Customers,1
KE-164202,427,4,1983,-945.372,141.64285714285714,1,2,3,123,Lost_Customers,0
KE-164203,117,6,5671,1336.35392,436.2307692307692,3,4,5,345,Loyal_Customers,1
KE-164204,27,8,1686,397.87989999999996,112.4,5,5,3,553,Loyal_Customers,0
KE-64201,252,3,573,150.57,143.25,2,2,2,222,Needs_Attention,0
KE-64202,1281,1,51,-50.178,25.5,1,1,1,111,Lost_Customers,2
KF-162851,49,3,2166,500.67150000000004,240.66666666666666,4,2,3,423,Potential_Loyalists,0
KF-162852,38,6,1326,420.54900000000004,189.42857142857142,4,4,2,442,Loyal_Customers,0
KF-162853,479,5,1070,395.032,178.33333333333334,1,3,2,132,At_Risk,0
KF-162854,98,7,10606,1660.1386,589.2222222222222,3,4,5,345,Loyal_Customers,1
KF-62851,776,3,291,62.592,58.2,1,2,1,121,Lost_Customers,2
KF-62852,33,6,2808,-653.79,165.1764705882353,5,4,4,544,Champions,0
KH-163301,17,11,9625,2249.4501,481.25,5,5,5,555,Champions,1
KH-163302,437,4,1544,352.26,257.3333333333333,1,2,3,123,Lost_Customers,0
KH-163303,426,3,563,149.3604,187.66666666666666,1,2,2,122,Lost_Customers,0
KH-163304,41,8,3313,454.7871,184.05555555555554,4,5,4,454,Champions,1
KH-163601,51,8,4062,572.7774,184.63636363636363,4,5,4,454,Champions,1
KH-163602,175,4,864,19.991999999999997,123.42857142857143,2,2,2,222,Needs_Attention,0
KH-163603,6,10,1958,421.248,93.23809523809524,5,5,3,553,Loyal_Customers,1
KH-163604,2,6,3102,528.2051,221.57142857142858,5,4,4,544,Champions,0
KH-165101,145,8,6705,378.198,319.2857142857143,3,5,5,355,Loyal_Customers,1
KH-165102,37,7,1409,354.36899999999997,128.0909090909091,4,4,3,443,Loyal_Customers,0
KH-165103,226,4,1277,325.12,127.7,2,2,2,222,Needs_Attention,0
KH-165104,23,7,5954,656.1162,258.8695652173913,5,4,5,545,Champions,1
KH-166301,44,4,274,37.9332,54.8,4,2,1,421,Potential_Loyalists,0
KH-166302,9,8,1434,63.83999999999999,119.5,5,5,3,553,Loyal_Customers,0
KH-166303,28,6,1597,376.51536,145.1818181818182,5,4,3,543,Loyal_Customers,0
KH-166304,59,9,3920,727.3786,230.58823529411765,4,5,4,454,Champions,1
KH-166901,134,11,4562,-152.7729,198.34782608695653,3,5,5,355,Loyal_Customers,1
KH-166902,103,14,4761,543.126,176.33333333333334,3,5,5,355,Loyal_Customers,1
KH-166903,36,7,2844,749.628,258.54545454545456,4,4,4,444,Champions,1
KH-166904,3,7,5991,1227.5091,399.4,5,4,5,545,Champions,1
KH-63301,103,6,1311,-180.45599999999996,100.84615384615384,3,4,2,342,Loyal_Customers,0
KH-63302,20,7,2058,585.624,147.0,5,4,3,543,Loyal_Customers,0
KH-63601,119,4,1616,99.315,269.3333333333333,3,2,3,323,Needs_Attention,0
KH-63602,101,3,608,200.85,121.6,3,2,2,322,Needs_Attention,0
KH-65101,16,5,1473,475.02000000000004,122.75,5,3,3,533,Loyal_Customers,0
KH-65102,502,2,72,8.01,36.0,1,1,1,111,Lost_Customers,2
KH-66301,938,1,340,57.72,340.0,1,1,1,111,Lost_Customers,2
KH-66302,327,4,1456,242.58599999999998,132.36363636363637,2,2,3,223,Needs_Attention,0
KH-66901,239,3,405,154.20000000000002,81.0,2,2,1,221,Needs_Attention,0
KH-66902,1272,1,52,19.14,52.0,1,1,1,111,Lost_Customers,2
KH-66903,269,3,1241,-170.25600000000003,206.83333333333334,2,2,2,222,Needs_Attention,0
KL-165551,16,5,1796,326.4057,224.5,5,3,3,533,Loyal_Customers,0
KL-165552,122,7,2771,504.81,184.73333333333332,3,4,4,344,Loyal_Customers,1
KL-165553,86,6,2480,-67.51599999999999,145.88235294117646,3,4,3,343,Loyal_Customers,0
KL-165554,17,8,5019,-182.78130000000002,228.13636363636363,5,5,5,555,Champions,1
KL-166451,168,5,3364,-888.7875,197.88235294117646,2,3,4,234,At_Risk,0
KL-166452,129,7,4556,789.219,284.75,3,4,5,345,Loyal_Customers,1
KL-166453,127,4,457,105.328,91.4,3,2,1,321,Needs_Attention,0
KL-166454,48,12,14175,806.8549999999999,488.7931034482759,4,5,5,455,Champions,1
KL-65551,206,4,1401,46.152,93.4,2,2,3,223,Needs_Attention,0
KL-65552,176,3,781,111.678,86.77777777777777,2,2,2,222,Needs_Attention,0
KL-66451,1,3,1340,-611.118,121.81818181818181,5,2,2,522,Potential_Loyalists,0
KL-66452,147,2,235,-46.596,58.75,3,1,1,311,Needs_Attention,0
KM-162251,1,8,5006,-579.9264,312.875,5,5,5,555,Champions,1
KM-162252,163,2,203,59.400000000000006,101.5,2,1,1,211,Needs_Attention,0
KM-162253,230,2,282,112.66,94.0,2,1,1,211,Needs_Attention,0
KM-162254,15,6,2261,635.1057000000001,119.0,5,4,3,543,Loyal_Customers,0
KM-163751,28,4,2191,298.971,199.1818181818182,5,2,3,523,Potential_Loyalists,0
KM-163752,111,8,6772,-16.877999999999957,356.42105263157896,3,5,5,355,Loyal_Customers,1
KM-163753,3,8,1813,-61.42836000000001,90.65,5,5,3,553,Loyal_Customers,1
KM-163754,57,8,5622,973.7901999999999,281.1,4,5,5,455,Champions,1
KM-166601,49,12,6362,-34.14240000000001,219.3793103448276,4,5,5,455,Champions,1
KM-166602,114,7,3059,681.783,278.09090909090907,3,4,4,344,Loyal_Customers,1
KM-166603,323,5,909,149.564,129.85714285714286,2,3,2,232,At_Risk,0
KM-166604,16,5,454,91.1391,50.44444444444444,5,3,1,531,Loyal_Customers,0
KM-167201,115,3,5084,400.638,508.4,3,2,5,325,Needs_Attention,0
KM-167202,343,5,2368,160.14,215.27272727272728,2,3,3,233,At_Risk,0
KM-167203,108,7,1678,330.62,129.07692307692307,3,4,3,343,Loyal_Customers,0
KM-167204,29,8,4910,745.7685,175.35714285714286,5,5,5,555,Champions,1
KM-62251,372,1,7,-17.115,7.0,1,1,1,111,Lost_Customers,2
KM-62252,491,2,884,159.408,442.0,1,1,2,112,Lost_Customers,2
KM-63751,325,2,1355,16.239,271.0,2,1,2,212,Needs_Attention,0
KM-63752,566,1,197,84.6,197.0,1,1,1,111,Lost_Customers,2
KM-63753,322,2,572,155.79,114.4,2,1,2,212,Needs_Attention,0
KM-66601,31,1,19,9.42,9.5,5,1,1,511,Potential_Loyalists,0
KM-66602,84,2,170,-49.866,56.666666666666664,3,1,1,311,Needs_Attention,0
KM-67201,350,3,2928,1122.0240000000001,418.2857142857143,1,2,4,124,Lost_Customers,0
KN-163901,209,9,6633,871.2141,473.7857142857143,2,5,5,255,At_Risk,1
KN-163902,150,5,7376,2729.577,819.5555555555555,3,3,5,335,Loyal_Customers,1
KN-163903,63,6,2724,618.18324,181.6,4,4,4,444,Champions,0
KN-163904,20,9,2618,-151.1518,154.0,5,5,4,554,Champions,1
KN-164501,38,10,8187,1638.1341,372.1363636363636,4,5,5,455,Champions,1
KN-164502,101,7,1685,194.664,187.22222222222223,3,4,3,343,Loyal_Customers,0
KN-164503,387,4,4252,565.4879999999999,283.46666666666664,1,2,4,124,Lost_Customers,0
KN-164504,53,5,2171,114.30829999999999,271.375,4,3,3,433,Loyal_Customers,0
KN-167051,387,4,2614,565.53,373.42857142857144,1,2,4,124,Lost_Customers,0
KN-167052,1113,3,548,107.178,109.6,1,2,1,121,Lost_Customers,2
KN-167053,664,4,441,-66.97,55.125,1,2,1,121,Lost_Customers,2
KN-167054,99,8,2280,329.76250000000005,152.0,3,5,3,353,Loyal_Customers,1
KN-63901,756,1,117,41.04,117.0,1,1,1,111,Lost_Customers,2
KN-63902,274,2,201,36.33,67.0,2,1,1,211,Needs_Attention,0
KN-64501,94,6,1221,373.494,174.42857142857142,3,4,2,342,Loyal_Customers,0
KN-64502,121,2,548,-628.872,109.6,3,1,1,311,Needs_Attention,0
KN-67051,1291,1,318,71.82,159.0,1,1,1,111,Lost_Customers,2
KN-67052,124,4,4514,691.188,501.55555555555554,3,2,5,325,Needs_Attention,0
KS-163001,441,5,1979,350.3517,247.375,1,3,3,133,At_Risk,0
KS-163002,36,7,2051,568.542,136.73333333333332,4,4,3,443,Loyal_Customers,0
KS-163003,307,6,984,160.98748,82.0,2,4,2,242,At_Risk,0
KS-163004,296,3,89,0.11099999999999932,22.25,2,2,1,221,Needs_Attention,0
KS-63001,472,3,113,28.229999999999997,37.666666666666664,1,2,1,121,Lost_Customers,2
KS-63002,107,1,109,5.46,109.0,3,1,1,311,Needs_Attention,0
KT-164651,98,9,4421,932.6292000000001,221.05,3,5,5,355,Loyal_Customers,1
KT-164652,44,5,796,-179.895,113.71428571428571,4,3,2,432,Loyal_Customers,0
KT-164653,69,11,7450,-417.14799999999997,266.07142857142856,4,5,5,455,Champions,1
KT-164654,392,7,3058,254.00320000000002,218.42857142857142,1,4,4,144,At_Risk,0
KT-164801,28,5,1271,-358.81230000000005,141.22222222222223,5,3,2,532,Loyal_Customers,0
KT-164802,135,3,159,-1.649999999999995,31.8,3,2,1,321,Needs_Attention,0
KT-164803,546,2,170,10.236,42.5,1,1,1,111,Lost_Customers,2
KT-164804,101,10,4642,194.06710000000004,357.0769230769231,3,5,5,355,Loyal_Customers,1
KT-64651,1135,2,939,266.85,234.75,1,1,2,112,Lost_Customers,2
KT-64652,106,1,48,9.120000000000001,24.0,3,1,1,311,Needs_Attention,0
KT-64653,185,4,545,122.03399999999999,77.85714285714286,2,2,1,221,Needs_Attention,0
KT-64801,148,5,1720,125.994,156.36363636363637,3,3,3,333,Loyal_Customers,0
KT-64802,85,2,400,-587.754,133.33333333333334,3,1,1,311,Needs_Attention,0
KW-164351,27,3,1409,337.4976,281.8,5,2,3,523,Potential_Loyalists,0
KW-164352,269,10,7658,1101.72,403.05263157894734,2,5,5,255,At_Risk,1
KW-164353,83,5,1835,-169.312,141.15384615384616,3,3,3,333,Loyal_Customers,0
KW-164354,97,5,4418,1756.135,441.8,3,3,5,335,Loyal_Customers,1
KW-165701,23,12,5505,1537.8228000000001,305.8333333333333,5,5,5,555,Champions,1
KW-165702,125,6,1717,409.9125,143.08333333333334,3,4,3,343,Loyal_Customers,0
KW-165703,112,12,1585,135.904,68.91304347826087,3,5,3,353,Loyal_Customers,1
KW-165704,772,4,449,107.92699999999999,89.8,1,2,1,121,Lost_Customers,2
KW-64351,148,4,427,80.97,38.81818181818182,3,2,1,321,Needs_Attention,0
KW-65701,49,2,549,174.66,109.8,4,1,2,412,Potential_Loyalists,0
KW-65702,240,4,2028,4.9199999999999955,253.5,2,2,3,223,Needs_Attention,0
LA-167801,128,12,8091,474.4389,539.4,3,5,5,355,Loyal_Customers,1
LA-167802,14,9,6678,1053.801,318.0,5,5,5,555,Champions,1
LA-167803,84,2,832,166.66,208.0,3,1,2,312,Needs_Attention,0
LA-167804,155,11,8674,2059.1199,333.61538461538464,2,5,5,255,At_Risk,1
LA-67801,79,3,559,148.62,93.16666666666667,3,2,2,322,Needs_Attention,0
LA-67802,2,9,3030,59.669999999999945,216.42857142857142,5,5,4,554,Champions,1
LB-167351,573,4,2161,311.2929,216.1,1,2,3,123,Lost_Customers,2
LB-167352,10,8,1780,584.8140000000001,178.0,5,5,3,553,Loyal_Customers,0
LB-167353,44,14,8694,651.48432,299.7931034482759,4,5,5,455,Champions,1
LB-167354,49,3,50,18.6507,16.666666666666668,4,2,1,421,Potential_Loyalists,0
LB-167951,224,9,8487,1517.9205,565.8,2,5,5,255,At_Risk,1
LB-167952,40,6,8613,2892.717,662.5384615384615,4,4,5,445,Champions,1
LB-167953,48,8,2504,156.93672,119.23809523809524,4,5,3,453,Loyal_Customers,1
LB-167954,153,8,4986,-52.191,207.75,2,5,5,255,At_Risk,1
LB-67351,138,3,743,183.66,247.66666666666666,3,2,2,322,Needs_Attention,0
LB-67352,920,1,114,1.08,114.0,1,1,1,111,Lost_Customers,2
LB-67353,156,3,1041,-86.49000000000001,148.71428571428572,2,2,2,222,Needs_Attention,0
LB-67951,104,3,247,-262.935,41.166666666666664,3,2,1,321,Needs_Attention,0
LB-67952,57,5,1550,50.78999999999999,172.22222222222223,4,3,3,433,Loyal_Customers,0
LC-168701,215,6,4570,854.76,507.77777777777777,2,4,5,245,At_Risk,1
LC-168702,495,3,1392,362.4,154.66666666666666,1,2,3,123,Lost_Customers,2
LC-168703,106,4,1317,19.438360000000003,188.14285714285714,3,2,2,322,Needs_Attention,0
LC-168704,28,8,2579,-188.2511,85.96666666666667,5,5,4,554,Champions,1
LC-168851,141,8,4867,847.4964,374.38461538461536,3,5,5,355,Loyal_Customers,1
LC-168852,290,4,1506,-290.01599999999996,215.14285714285714,2,2,3,223,Needs_Attention,0
LC-168853,41,5,3025,-520.352,378.125,4,3,4,434,Loyal_Customers,0
LC-168854,17,12,7662,1288.3469,333.1304347826087,5,5,5,555,Champions,1
LC-169301,106,7,2629,328.983,262.9,3,4,4,344,Loyal_Customers,0
LC-169302,50,7,2689,722.967,134.45,4,4,4,444,Champions,1
LC-169303,54,4,1848,592.12896,308.0,4,2,3,423,Potential_Loyalists,0
LC-169304,42,8,4492,288.266,320.85714285714283,4,5,5,455,Champions,1
LC-169601,80,5,4611,262.1355,461.1,3,3,5,335,Loyal_Customers,1
LC-169602,62,8,3477,830.094,316.09090909090907,4,5,4,454,Champions,1
LC-169603,3,5,478,-25.727999999999998,68.28571428571429,5,3,1,531,Loyal_Customers,0
LC-169604,437,4,3247,299.48019999999997,463.85714285714283,1,2,4,124,Lost_Customers,0
LC-170501,108,5,1780,-167.65109999999999,222.5,3,3,3,333,Loyal_Customers,0
LC-170502,5,6,4298,665.838,429.8,5,4,5,545,Champions,1
LC-170503,108,7,4760,565.0829200000001,297.5,3,4,5,345,Loyal_Customers,1
LC-170504,55,5,2096,86.778,232.88888888888889,4,3,3,433,Loyal_Customers,0
LC-171401,14,5,2287,356.01000000000005,381.1666666666667,5,3,3,533,Loyal_Customers,0
LC-171402,47,8,6100,633.282,321.05263157894734,4,5,5,455,Champions,1
LC-171403,45,8,2106,233.98976,131.625,4,5,3,453,Loyal_Customers,1
LC-171404,14,9,2633,231.1252,138.57894736842104,5,5,4,554,Champions,1
LC-68701,105,2,294,-190.959,73.5,3,1,1,311,Needs_Attention,0
LC-68702,24,6,926,319.38,132.28571428571428,5,4,2,542,Loyal_Customers,0
LC-68851,210,7,1711,-146.652,106.9375,2,4,3,243,At_Risk,0
LC-68852,769,1,95,4.74,95.0,1,1,1,111,Lost_Customers,2
LC-68853,652,1,23,-11.052,23.0,1,1,1,111,Lost_Customers,2
LC-69301,72,6,3984,503.34,306.46153846153845,4,4,4,444,Champions,1
LC-69302,292,3,1096,-162.26099999999997,274.0,2,2,2,222,Needs_Attention,0
LC-69601,413,4,1905,473.01,190.5,1,2,3,123,Lost_Customers,0
LC-69602,192,4,583,-418.278,116.6,2,2,2,222,Needs_Attention,0
LC-70501,8,5,1909,537.672,173.54545454545453,5,3,3,533,Loyal_Customers,0
LC-70502,7,2,5284,1159.89,1321.0,5,1,5,515,Potential_Loyalists,0
LC-71401,264,1,1309,211.32,654.5,2,1,2,212,Needs_Attention,0
LC-71402,1157,1,922,135.65999999999997,307.3333333333333,1,1,2,112,Lost_Customers,2
LC-71403,17,4,725,123.9,120.83333333333333,5,2,2,522,Potential_Loyalists,0
LD-168551,364,7,1475,258.3741,113.46153846153847,1,4,3,143,At_Risk,0
LD-168552,105,9,8109,1194.249,426.7894736842105,3,5,5,355,Loyal_Customers,1
LD-168553,43,13,3770,360.10548000000006,150.8,4,5,4,454,Champions,1
LD-168554,553,1,5,0.4641,5.0,1,1,1,111,Lost_Customers,2
LD-170051,85,9,5389,974.529,269.45,3,5,5,355,Loyal_Customers,1
LD-170052,120,8,1956,-476.799,177.8181818181818,3,5,3,353,Loyal_Customers,1
LD-170053,50,6,2154,197.74064,195.8181818181818,4,4,3,443,Loyal_Customers,0
LD-170054,415,4,1963,557.1714000000001,280.42857142857144,1,2,3,123,Lost_Customers,0
LD-68551,81,5,1703,89.706,212.875,3,3,3,333,Loyal_Customers,0
LD-68552,155,3,1119,-416.16,223.8,2,2,2,222,Needs_Attention,0
LD-70051,1211,1,61,-77.124,61.0,1,1,1,111,Lost_Customers,2
LD-70052,44,1,19,8.61,19.0,4,1,1,411,Potential_Loyalists,0
LD-70053,486,4,282,-18.689999999999994,40.285714285714285,1,2,1,121,Lost_Customers,2
LE-168101,15,9,2499,227.0157,166.6,5,5,3,553,Loyal_Customers,1
LE-168102,82,8,5938,1216.1100000000001,247.41666666666666,3,5,5,355,Loyal_Customers,1
LE-168103,295,1,521,132.228,130.25,2,1,1,211,Needs_Attention,0
LE-168104,22,6,1469,161.76489999999998,163.22222222222223,5,4,3,543,Loyal_Customers,0
LE-68101,64,6,1050,287.91,116.66666666666667,4,4,2,442,Loyal_Customers,0
LF-171851,50,5,3870,-29.10149999999998,215.0,4,3,4,434,Loyal_Customers,0
LF-171852,34,8,4989,-103.31700000000002,262.57894736842104,4,5,5,455,Champions,1
LF-171853,476,2,76,16.2,38.0,1,1,1,111,Lost_Customers,2
LF-171854,23,7,3931,-3583.9770000000003,245.6875,5,4,4,544,Champions,1
LF-71851,785,2,351,32.879999999999995,175.5,1,1,1,111,Lost_Customers,2
LF-71852,178,3,205,22.968,51.25,2,2,1,221,Needs_Attention,0
LH-167501,48,4,646,-92.27099999999999,92.28571428571429,4,2,2,422,Potential_Loyalists,0
LH-167502,444,2,842,219.84,168.4,1,1,2,112,Lost_Customers,2
LH-167503,13,13,6172,456.81520000000006,212.82758620689654,5,5,5,555,Champions,1
LH-167504,152,3,288,12.627699999999999,96.0,3,2,1,321,Needs_Attention,0
LH-169001,175,9,5730,639.3114,318.3333333333333,2,5,5,255,At_Risk,1
LH-169002,139,4,689,55.50000000000001,137.8,3,2,2,322,Needs_Attention,0
LH-169003,177,7,3384,-225.48612,241.71428571428572,2,4,4,244,At_Risk,1
LH-169004,22,9,2298,526.0726999999999,153.2,5,5,3,553,Loyal_Customers,1
LH-170201,199,3,2632,14.730000000000004,438.6666666666667,2,2,4,224,Needs_Attention,0
LH-170202,210,4,1361,-43.176,272.2,2,2,2,222,Needs_Attention,0
LH-170203,42,7,3880,1311.5328,194.0,4,4,4,444,Champions,1
LH-170204,240,4,318,-242.73989999999998,53.0,2,2,1,221,Needs_Attention,0
LH-171551,76,14,5667,-469.2642000000001,226.68,4,5,5,455,Champions,1
LH-171552,573,4,6577,907.191,469.7857142857143,1,2,5,125,Lost_Customers,1
LH-171553,735,2,78,-5.376,39.0,1,1,1,111,Lost_Customers,2
LH-171554,386,9,1740,316.5202,91.57894736842105,1,5,3,153,At_Risk,1
LH-67501,758,2,312,54.762,156.0,1,1,1,111,Lost_Customers,2
LH-67502,126,3,433,-10.572000000000003,108.25,3,2,1,321,Needs_Attention,0
LH-69001,307,2,815,0.7319999999999709,407.5,2,1,2,212,Needs_Attention,0
LH-69002,1329,1,25,1.26,25.0,1,1,1,111,Lost_Customers,2
LH-70201,59,2,969,300.48,193.8,4,1,2,412,Potential_Loyalists,0
LH-70202,1046,1,4,-2.748,4.0,1,1,1,111,Lost_Customers,2
LH-71551,250,1,137,49.44,137.0,2,1,1,211,Needs_Attention,0
LH-71552,850,1,152,50.22,152.0,1,1,1,111,Lost_Customers,2
LH-71553,128,6,2937,670.8,293.7,3,4,4,344,Loyal_Customers,0
LL-168401,118,5,2678,709.3689,297.55555555555554,3,3,4,334,Loyal_Customers,0
LL-168402,212,8,4256,-954.873,354.6666666666667,2,5,4,254,At_Risk,1
LL-168403,27,7,1613,-49.90584000000001,161.3,5,4,3,543,Loyal_Customers,0
LL-168404,250,6,2740,560.0078,228.33333333333334,2,4,4,244,At_Risk,0
LL-68401,36,4,3082,410.88,181.2941176470588,4,2,4,424,Potential_Loyalists,0
LL-68402,43,5,570,219.462,95.0,4,3,2,432,Loyal_Customers,0
LM-170651,85,7,5588,124.01999999999995,349.25,3,4,5,345,Loyal_Customers,1
LM-170652,390,2,1687,329.085,187.44444444444446,1,1,3,113,Lost_Customers,0
LM-170653,191,4,628,-14.756,157.0,2,2,2,222,Needs_Attention,0
LM-170654,392,5,1347,-44.877999999999986,192.42857142857142,1,3,2,132,At_Risk,0
LM-70651,56,3,1616,426.06,202.0,4,2,3,423,Potential_Loyalists,0
LM-70652,8,1,4665,1048.62,777.5,5,1,5,515,Potential_Loyalists,0
LO-171701,47,8,4683,570.3612,312.2,4,5,5,455,Champions,1
LO-171702,115,10,3470,1171.365,231.33333333333334,3,5,4,354,Loyal_Customers,1
LO-171703,120,5,2462,427.80740000000003,164.13333333333333,3,3,3,333,Loyal_Customers,0
LO-171704,3,5,644,150.1712,71.55555555555556,5,3,2,532,Loyal_Customers,0
LO-71701,5,4,1349,424.32000000000005,269.8,5,2,2,522,Potential_Loyalists,0
LO-71702,99,3,933,-955.305,93.3,3,2,2,322,Needs_Attention,0
LP-170801,76,5,2949,-75.97050000000002,294.9,4,3,4,434,Loyal_Customers,0
LP-170802,56,7,1128,89.46600000000001,112.8,4,4,2,442,Loyal_Customers,0
LP-170803,231,8,2799,-386.212,233.25,2,5,4,254,At_Risk,1
LP-170804,41,4,757,110.7813,84.11111111111111,4,2,2,422,Potential_Loyalists,0
LP-170951,78,8,4733,648.6492,315.53333333333336,3,5,5,355,Loyal_Customers,1
LP-170952,363,4,1493,164.166,213.28571428571428,1,2,3,123,Lost_Customers,0
LP-170953,20,7,5720,852.0674,228.8,5,4,5,545,Champions,1
LP-170954,10,7,3654,338.4454,243.6,5,4,4,544,Champions,1
LP-70801,244,4,1625,73.2,180.55555555555554,2,2,3,223,Needs_Attention,0
LP-70802,185,3,207,-76.842,51.75,2,2,1,221,Needs_Attention,0
LP-70951,1,1,4,0.42,4.0,5,1,1,511,Potential_Loyalists,0
LP-70952,577,1,238,61.32,59.5,1,1,1,111,Lost_Customers,2
LP-70953,117,2,769,57.629999999999995,192.25,3,1,2,312,Needs_Attention,0
LR-169151,244,5,6098,1650.12,554.3636363636364,2,3,5,235,At_Risk,1
LR-169152,133,8,8429,1143.369,526.8125,3,5,5,355,Loyal_Customers,1
LR-169153,150,7,2765,275.49656000000004,212.69230769230768,3,4,4,344,Loyal_Customers,0
LR-169154,27,6,5143,535.4764,321.4375,5,4,5,545,Champions,1
LR-170351,55,6,4601,541.842,328.64285714285717,4,4,5,445,Champions,1
LR-170352,251,7,5989,1231.881,399.26666666666665,2,4,5,245,At_Risk,1
LR-170353,46,8,3652,774.7832000000001,192.21052631578948,4,5,4,454,Champions,1
LR-170354,133,5,1880,-382.8079,156.66666666666666,3,3,3,333,Loyal_Customers,0
LR-69151,1246,1,49,11.85,49.0,1,1,1,111,Lost_Customers,2
LR-69152,685,2,419,-244.596,52.375,1,1,1,111,Lost_Customers,2
LR-70351,107,6,1864,189.63,169.45454545454547,3,4,3,343,Loyal_Customers,0
LR-70352,146,3,813,93.81,116.14285714285714,3,2,2,322,Needs_Attention,0
LS-169451,221,4,4275,-40.599000000000046,388.6363636363636,2,2,4,224,Needs_Attention,0
LS-169452,28,5,1979,48.341999999999985,197.9,5,3,3,533,Loyal_Customers,0
LS-169453,83,5,1321,224.52476000000001,188.71428571428572,3,3,2,332,Loyal_Customers,0
LS-169454,179,6,2845,-318.77369999999996,203.21428571428572,2,4,4,244,At_Risk,0
LS-169751,251,4,1977,658.0197,329.5,2,2,3,223,Needs_Attention,0
LS-169752,54,3,1123,53.730000000000004,187.16666666666666,4,2,2,422,Potential_Loyalists,0
LS-169753,64,6,2560,763.492,182.85714285714286,4,4,4,444,Champions,0
LS-169754,21,9,2989,262.63669999999996,135.86363636363637,5,5,4,554,Champions,1
LS-172001,16,8,4036,550.1652,224.22222222222223,5,5,4,554,Champions,1
LS-172002,416,3,3216,-197.8125,643.2,1,2,4,124,Lost_Customers,0
LS-172003,76,7,6997,1159.8925199999999,411.5882352941176,4,4,5,445,Champions,1
LS-172004,97,6,1009,244.197,72.07142857142857,3,4,2,342,Loyal_Customers,0
LS-172301,5,9,5888,1090.65,218.07407407407408,5,5,5,555,Champions,1
LS-172302,211,6,2369,440.391,182.23076923076923,2,4,3,243,At_Risk,0
LS-172303,191,6,1949,376.46047999999996,139.21428571428572,2,4,3,243,At_Risk,0
LS-172304,778,3,368,39.1952,61.333333333333336,1,2,1,121,Lost_Customers,2
LS-172451,225,7,3639,824.916,303.25,2,4,4,244,At_Risk,1
LS-172452,334,3,893,164.74200000000002,178.6,2,2,2,222,Needs_Attention,0
LS-172453,51,8,5219,540.164,326.1875,4,5,5,455,Champions,1
LS-172454,35,6,1007,348.3584,83.91666666666667,4,4,2,442,Loyal_Customers,0
LS-69451,191,5,1321,474.82800000000003,146.77777777777777,2,3,2,232,At_Risk,0
LS-69452,610,1,194,9.33,97.0,1,1,1,111,Lost_Customers,2
LS-69453,7,6,1210,-465.504,121.0,5,4,2,542,Loyal_Customers,0
LS-69751,179,3,217,-10.841999999999999,43.4,2,2,1,221,Needs_Attention,0
LS-69752,313,1,451,100.74000000000001,112.75,2,1,1,211,Needs_Attention,0
LS-69753,841,1,49,-49.70399999999999,24.5,1,1,1,111,Lost_Customers,2
LS-72001,384,4,341,-102.474,85.25,1,2,1,121,Lost_Customers,0
LS-72301,275,4,505,43.041000000000004,63.125,2,2,1,221,Needs_Attention,0
LS-72302,100,6,660,-612.333,60.0,3,4,2,342,Loyal_Customers,0
LS-72451,374,4,915,-386.34899999999993,130.71428571428572,1,2,2,122,Lost_Customers,0
LS-72452,218,2,40,6.3,20.0,2,1,1,211,Needs_Attention,0
LT-167651,7,10,7225,904.962,481.6666666666667,5,5,5,555,Champions,1
LT-167652,139,6,4891,1701.3255,489.1,3,4,5,345,Loyal_Customers,1
LT-167653,72,11,4808,1283.33944,218.54545454545453,4,5,5,455,Champions,1
LT-167654,27,3,330,59.036,110.0,5,2,1,521,Potential_Loyalists,0
LT-171101,212,8,4690,504.3078,275.88235294117646,2,5,5,255,At_Risk,1
LT-171102,55,7,4197,275.148,220.89473684210526,4,4,4,444,Champions,1
LT-171103,286,3,1163,281.85536,232.6,2,2,2,222,Needs_Attention,0
LT-171104,35,8,2935,320.973,209.64285714285714,4,5,4,454,Champions,1
LT-67651,615,2,1279,259.56,319.75,1,1,2,112,Lost_Customers,2
LT-67652,9,1,29,1.44,29.0,5,1,1,511,Potential_Loyalists,0
LT-67653,721,1,57,3.99,57.0,1,1,1,111,Lost_Customers,2
LT-71101,56,4,7853,1676.094,490.8125,4,2,5,425,Potential_Loyalists,1
LT-71102,78,2,379,88.05,126.33333333333333,3,1,1,311,Needs_Attention,0
LW-168251,63,8,2026,489.52199999999993,144.71428571428572,4,5,3,453,Loyal_Customers,1
LW-168252,23,5,5260,383.6999999999999,478.1818181818182,5,3,5,535,Loyal_Customers,1
LW-168253,133,2,469,76.21224000000001,156.33333333333334,3,1,1,311,Needs_Attention,0
LW-168254,89,5,2239,32.576700000000045,149.26666666666668,3,3,3,333,Loyal_Customers,0
LW-169901,576,4,1151,367.179,143.875,1,2,2,122,Lost_Customers,2
LW-169902,132,7,4275,406.1565,356.25,3,4,4,344,Loyal_Customers,1
LW-169903,24,6,456,-100.824,76.0,5,4,1,541,Loyal_Customers,0
